,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr,fold
0,3.456801414489746,1.7051091194152832,0.7025153040885925,0.8360775709152222,1e-04,0
1,1.1649906635284424,1.0156848430633545,0.02781435288488865,0.14636360108852386,1e-04,0
2,0.5515314936637878,0.6556049585342407,0.24414199590682983,0.48067769408226013,1e-04,0
3,0.21660442650318146,0.41750484704971313,0.7214275002479553,0.8474557399749756,1e-04,0
4,0.2720126509666443,0.447214275598526,0.017027104273438454,0.09826517105102539,1e-04,0
5,0.17826825380325317,0.40119680762290955,0.023495635017752647,0.11918458342552185,1e-04,0
6,0.05446735396981239,0.20667222142219543,0.26916876435279846,0.5132202506065369,1e-04,0
7,0.0747324526309967,0.226705402135849,0.009602692909538746,0.08241280913352966,1e-04,0
8,0.05599752441048622,0.21519246697425842,0.010805502533912659,0.09020157903432846,1e-04,0
9,0.021621251478791237,0.1269298493862152,0.12261799722909927,0.3399698734283447,1e-04,0
10,0.022060643881559372,0.120579794049263,0.010098199360072613,0.08668714016675949,1e-04,0
11,0.022849448025226593,0.13028836250305176,0.02908686175942421,0.150278240442276,1e-04,0
12,0.013661058619618416,0.09964573383331299,0.06460157781839371,0.2387232482433319,1e-04,0
13,0.011438348330557346,0.08976490795612335,0.012027718126773834,0.09505399316549301,1e-04,0
14,0.00960515346378088,0.07673052698373795,0.048227518796920776,0.2025582492351532,1e-04,0
15,0.011964024044573307,0.08911648392677307,0.030094662681221962,0.15339034795761108,1e-04,0
16,0.008310121484100819,0.07288490980863571,0.020110422745347023,0.12289039045572281,1e-04,0
17,0.007990716956555843,0.07510831952095032,0.048221156001091,0.20255431532859802,1e-04,0
18,0.007444320246577263,0.06843481212854385,0.02084261365234852,0.12524190545082092,8e-05,0
19,0.007286896463483572,0.06731659173965454,0.031820397824048996,0.15862905979156494,8e-05,0
20,0.006738666910678148,0.06487216055393219,0.03232555091381073,0.16013199090957642,8e-05,0
21,0.006707282271236181,0.0641246885061264,0.024862054735422134,0.13770100474357605,8e-05,0
