,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr,fold
0,0.05968371033668518,0.21991321444511414,0.005087259225547314,0.05351877957582474,1e-04,0
1,0.008165462873876095,0.07302173227071762,0.007885599508881569,0.07148270308971405,1e-04,0
2,0.011747817508876324,0.08536189794540405,0.0046473038382828236,0.051677051931619644,1e-04,0
3,0.008322585374116898,0.07442118227481842,0.008396916091442108,0.07578250020742416,1e-04,0
4,0.008695278316736221,0.07594373822212219,0.005663993768393993,0.05783078819513321,1e-04,0
5,0.0075071086175739765,0.06863031536340714,0.004771380685269833,0.05296599864959717,1e-04,0
6,0.008002202957868576,0.0687248706817627,0.004489407874643803,0.05064850673079491,1e-04,0
7,0.006662609521299601,0.06395865976810455,0.005689013749361038,0.05872027575969696,1e-04,0
8,0.007134039420634508,0.06784651428461075,0.0054602413438260555,0.056696824729442596,1e-04,0
9,0.006717490032315254,0.06509954482316971,0.004597929306328297,0.05110405012965202,1e-04,0
10,0.006461417302489281,0.06228351593017578,0.004548448137938976,0.050673533231019974,1e-04,0
11,0.006436963565647602,0.06271828711032867,0.004698200151324272,0.05160307511687279,1e-04,0
12,0.006166550796478987,0.061109621077775955,0.004384402185678482,0.049728166311979294,1e-04,0
13,0.005790041759610176,0.05716363713145256,0.004667642526328564,0.051833055913448334,1e-04,0
14,0.005692535545676947,0.05962169170379639,0.00601699436083436,0.06317271292209625,1e-04,0
15,0.005587048828601837,0.058301158249378204,0.00448051979765296,0.050518948584795,1e-04,0
16,0.005446609575301409,0.05505664274096489,0.00411977618932724,0.047910504043102264,1e-04,0
17,0.004884501453489065,0.051983460783958435,0.004205705597996712,0.04937145486474037,1e-04,0
18,0.004495429806411266,0.050259482115507126,0.004105525091290474,0.048447851091623306,1e-04,0
19,0.00422669155523181,0.048393987119197845,0.004203323274850845,0.04948077350854874,1e-04,0
20,0.0041123381815850735,0.04709727689623833,0.004129079636186361,0.04855785891413689,1e-04,0
21,0.0036521530710160732,0.04506518691778183,0.00419151084497571,0.050017066299915314,1e-04,0
22,0.003472529584541917,0.045510657131671906,0.004714894108474255,0.05134984478354454,1e-04,0
23,0.0037378116976469755,0.046341050416231155,0.00404566852375865,0.04862549528479576,1e-04,0
24,0.0032395245507359505,0.04485003650188446,0.004245751071721315,0.04907943680882454,1e-04,0
25,0.0030830272007733583,0.04385899752378464,0.0040608663111925125,0.04861227795481682,1e-04,0
26,0.003129273187369108,0.04517966881394386,0.006528045516461134,0.06280772387981415,1e-04,0
27,0.004479857161641121,0.049223460257053375,0.005267215892672539,0.06024667248129845,6.9999995e-05,0
28,0.005669759586453438,0.0624290406703949,0.004451463930308819,0.050398342311382294,6.9999995e-05,0
29,0.004258214496076107,0.05041183531284332,0.005609983112663031,0.057039774954319,6.9999995e-05,0
30,0.003327102167531848,0.04696311801671982,0.00687124440446496,0.07214868068695068,6.9999995e-05,0
31,0.004768311511725187,0.056206170469522476,0.004459720104932785,0.05007145553827286,6.9999995e-05,0
32,0.004473237786442041,0.04957137256860733,0.005281147547066212,0.05495292320847511,6.9999995e-05,0
33,0.0035611006896942854,0.04499552398920059,0.005568341352045536,0.06328767538070679,6.9999995e-05,0
34,0.004212778061628342,0.052391596138477325,0.0043457141146063805,0.049536459147930145,6.9999995e-05,0
35,0.0038734301924705505,0.04544796422123909,0.004921506159007549,0.05278535559773445,6.9999995e-05,0
36,0.0031616075430065393,0.04296146333217621,0.004800110589712858,0.05637870356440544,6.9999995e-05,0
37,0.004094482399523258,0.051627740263938904,0.0040942770428955555,0.049449387937784195,4.8999995e-05,0
38,0.0031279423274099827,0.04477071762084961,0.005369146820157766,0.05533760413527489,4.8999995e-05,0
39,0.003971475642174482,0.0467621274292469,0.00431014783680439,0.049379486590623856,4.8999995e-05,0
40,0.0032382006756961346,0.043369170278310776,0.0042914776131510735,0.05145571380853653,4.8999995e-05,0
41,0.0034949560649693012,0.04754601791501045,0.003961130976676941,0.04786444082856178,4.8999995e-05,0
42,0.003015703521668911,0.04235091432929039,0.004951144102960825,0.0530749149620533,4.8999995e-05,0
