,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr,fold
0,7.459573268890381,2.1211764812469482,2.7370102405548096,1.6530412435531616,1e-04,0
1,5.101982116699219,2.2047007083892822,1.8081799745559692,1.3430113792419434,1e-04,0
2,0.870596170425415,0.7619146704673767,2.120253562927246,1.4545596837997437,1e-04,0
3,2.2626311779022217,1.4993842840194702,0.7059473395347595,0.8375211358070374,1e-04,0
4,0.3608548641204834,0.5189094543457031,0.6383028626441956,0.7961111068725586,1e-04,0
5,0.8635152578353882,0.9192048907279968,0.7449759244918823,0.8604976534843445,1e-04,0
6,0.41240036487579346,0.5926273465156555,0.033022623509168625,0.16879333555698395,1e-04,0
7,0.19749565422534943,0.39168083667755127,0.46027490496635437,0.6750816702842712,1e-04,0
8,0.38812699913978577,0.6120625138282776,0.03919697552919388,0.18615858256816864,1e-04,0
9,0.038627151399850845,0.1625729352235794,0.18181030452251434,0.42103180289268494,1e-04,0
10,0.1992410570383072,0.43717458844184875,0.13342717289924622,0.3589949905872345,1e-04,0
11,0.06778839230537415,0.22354207932949066,0.019547762349247932,0.12490324676036835,1e-04,0
12,0.06119667738676071,0.22287578880786896,0.09071427583694458,0.2935342788696289,1e-04,0
13,0.0756131261587143,0.2517930567264557,0.004564155358821154,0.05142026022076607,1e-04,0
14,0.014421762898564339,0.09854598343372345,0.05897912010550499,0.23329266905784607,1e-04,0
15,0.048877570778131485,0.20429937541484833,0.016178073361516,0.11237035691738129,1e-04,0
16,0.01073877327144146,0.08552403748035431,0.017111876979470253,0.11550074070692062,1e-04,0
17,0.026897050440311432,0.14212459325790405,0.01162332110106945,0.09136517345905304,1e-04,0
18,0.012997877784073353,0.0893949344754219,0.012439253740012646,0.09672147035598755,1e-04,0
19,0.015034741722047329,0.1060357540845871,0.014488918706774712,0.10567028075456619,1e-04,0
20,0.010667513124644756,0.08486952632665634,0.004870158154517412,0.05378037318587303,1e-04,0
21,0.010455715470016003,0.0792246162891388,0.006538943387567997,0.06425639241933823,1e-04,0
22,0.008500060997903347,0.07245022803544998,0.007001480087637901,0.0676802322268486,1e-04,0
23,0.009697225876152515,0.08100631833076477,0.009736476466059685,0.08344825357198715,1e-04,0
24,0.008876371197402477,0.07641113549470901,0.004719691351056099,0.051774218678474426,6.9999995e-05,0
25,0.007585892919450998,0.06680500507354736,0.005062695126980543,0.05516336113214493,6.9999995e-05,0
26,0.008179378695786,0.06988820433616638,0.004571796860545874,0.05129166319966316,6.9999995e-05,0
27,0.0069937389343976974,0.06516542285680771,0.006349280010908842,0.0631556436419487,6.9999995e-05,0
28,0.007639377377927303,0.07080107927322388,0.005893398076295853,0.05990498512983322,6.9999995e-05,0
29,0.0071443733759224415,0.067634217441082,0.0046339863911271095,0.05152332782745361,6.9999995e-05,0
30,0.006952447351068258,0.06572545319795609,0.0045911106280982494,0.051360588520765305,6.9999995e-05,0
31,0.006973767653107643,0.06673769652843475,0.00503466697409749,0.05365433171391487,6.9999995e-05,0
32,0.006848139222711325,0.06607440859079361,0.0050902594812214375,0.054115526378154755,6.9999995e-05,0
33,0.006839584559202194,0.06603118777275085,0.0048153880052268505,0.052123699337244034,6.9999995e-05,0
34,0.006999537814408541,0.06657061725854874,0.0046247015707194805,0.051483359187841415,4.8999995e-05,0
35,0.00685271667316556,0.06579270213842392,0.004964967258274555,0.053157493472099304,4.8999995e-05,0
