,loss,mean_absolute_error,val_loss,val_mean_absolute_error,lr,fold
0,5.259647369384766,1.9698243141174316,1.4563382863998413,1.2048567533493042,1e-04,0
1,3.1970531940460205,1.7258552312850952,1.0022103786468506,0.9987817406654358,1e-04,0
2,0.5739983916282654,0.6159229278564453,1.7732434272766113,1.329896330833435,1e-04,0
3,1.6443082094192505,1.2734861373901367,0.20078758895397186,0.4429052770137787,1e-04,0
4,0.16936084628105164,0.3521222472190857,0.7976149320602417,0.8904984593391418,1e-04,0
5,0.7738845348358154,0.8751824498176575,0.24986764788627625,0.4952189326286316,1e-04,0
6,0.11534268409013748,0.28323623538017273,0.22896727919578552,0.47364628314971924,1e-04,0
7,0.33114710450172424,0.5666236877441406,0.22426076233386993,0.4686494767665863,1e-04,0
8,0.133232980966568,0.3192908465862274,0.04987575486302376,0.21302063763141632,1e-04,0
9,0.10973905026912689,0.3086225390434265,0.1927361935377121,0.43371808528900146,1e-04,0
10,0.12440943717956543,0.3265835642814636,0.004675706848502159,0.05179625004529953,1e-04,0
11,0.02890632674098015,0.13626067340373993,0.08085249364376068,0.27608948945999146,1e-04,0
12,0.07701897621154785,0.26199525594711304,0.007116226479411125,0.06745568662881851,1e-04,0
13,0.011199412867426872,0.08441676199436188,0.05488809570670128,0.2241847664117813,1e-04,0
14,0.04937610402703285,0.20505298674106598,0.018994171172380447,0.12308719754219055,1e-04,0
15,0.01218972448259592,0.09060817956924438,0.01669224351644516,0.1137099415063858,1e-04,0
16,0.02665763907134533,0.14009320735931396,0.009930556640028954,0.08244446665048599,1e-04,0
17,0.010852077975869179,0.08257180452346802,0.013916592113673687,0.10304511338472366,1e-04,0
18,0.015567339025437832,0.10645899176597595,0.013142510317265987,0.09966931492090225,1e-04,0
19,0.01000054832547903,0.08093330264091492,0.0061373342759907246,0.06192994490265846,1e-04,0
20,0.011532819829881191,0.08495625108480453,0.005966495722532272,0.06086862087249756,1e-04,0
21,0.009259623475372791,0.07551836967468262,0.005718018859624863,0.058309976011514664,6.9999995e-05,0
